"","id","year","pickExact","pickRound","player","origTeam","nTrades","finalTeam","namePlayer","idPlayer","idTeam"
"947","2020_47",2020,47,"2","Yam Madar","Nets",4,"Celtics","Yam Madar",1630236,1610612738
"948","2020_48",2020,48,"2","Nico Mannion","Mavericks",2,"Warriors","Nico Mannion",1630185,1610612744
"949","2020_49",2020,49,"2","Isaiah Joe","76ers",0,"76ers","Isaiah Joe",1630198,1610612755
"950","2020_50",2020,50,"2","Skylar Mays","Heat",4,"Hawks","Skylar Mays",1630219,1610612737
"951","2020_51",2020,51,"2","Justinian Jessup","Jazz",4,"Warriors","Justinian Jessup",1630251,1610612744
"952","2020_52",2020,52,"2","Kenyon Martin Jr.","Rockets",1,"Kings","KJ Martin",1630231,1610612758
"953","2020_53",2020,53,"2","Cassius Winston","Thunder",0,"Thunder","Cassius Winston",1630216,1610612760
"954","2020_54",2020,54,"2","Cassius Stanley","Pacers",0,"Pacers","Cassius Stanley",1630199,1610612754
"955","2020_55",2020,55,"2","Jay Scrubb","Nuggets",1,"Nets","Jay Scrubb",1630206,1610612751
"956","2020_56",2020,56,"2","Grant Riller","Celtics",1,"Hornets","Grant Riller",1630203,1610612766
"957","2020_57",2020,57,"2","Reggie Perry","Clippers",0,"Clippers","Reggie Perry",1629617,1610612746
"958","2020_58",2020,58,"2","Paul Reed","Lakers",2,"76ers","Paul Reed",1630194,1610612755
"959","2020_59",2020,59,"2","Jalen Harris","Raptors",0,"Raptors","Jalen Harris",1630223,1610612761
"960","2020_60",2020,60,"2","Sam Merrill","Bucks",1,"Pelicans","Sam Merrill",1630241,1610612740
"961","2021_1",2021,1,"1","Cade Cunningham","Pistons",0,"Pistons","Cade Cunningham",1630595,1610612765
"962","2021_2",2021,2,"1","Jalen Green","Rockets",0,"Rockets","Jalen Green",1630224,1610612745
"963","2021_3",2021,3,"1","Evan Mobley","Cavaliers",0,"Cavaliers","Evan Mobley",1630596,1610612739
"964","2021_4",2021,4,"1","Scottie Barnes","Raptors",0,"Raptors","Scottie Barnes",1630567,1610612761
"965","2021_5",2021,5,"1","Jalen Suggs","Magic",0,"Magic","Jalen Suggs",1630591,1610612753
"966","2021_6",2021,6,"1","Josh Giddey","Thunder",0,"Thunder","Josh Giddey",1630581,1610612760
"967","2021_7",2021,7,"1","Jonathan Kuminga","Timberwolves",1,"Warriors","Jonathan Kuminga",1630228,1610612744
"968","2021_8",2021,8,"1","Franz Wagner","Bulls",1,"Magic","Franz Wagner",1630532,1610612753
"969","2021_9",2021,9,"1","Davion Mitchell","Kings",0,"Kings","Davion Mitchell",1630558,1610612758
"970","2021_10",2021,10,"1","Ziaire Williams","Pelicans",0,"Pelicans","Ziaire Williams",1630533,1610612740
"971","2021_11",2021,11,"1","James Bouknight","Hornets",0,"Hornets","James Bouknight",1630547,1610612766
"972","2021_12",2021,12,"1","Joshua Primo","Spurs",0,"Spurs","Joshua Primo",1630563,1610612759
"973","2021_12",2021,13,"1","Chris Duarte","Pacers",0,"Pacers","Chris Duarte",1630537,1610612754
"974","2021_13",2021,14,"1","Moses Moody","Warriors",0,"Warriors","Moses Moody",1630541,1610612744
"975","2021_15",2021,15,"1","Corey Kispert","Wizards",0,"Wizards","Corey Kispert",1630557,1610612764
"976","2021_16",2021,16,"1","Alperen Sengun","Celtics",1,"Thunder","Alperen Sengun",1630578,1610612760
"977","2021_17",2021,17,"1","Trey Murphy III","Grizzlies",0,"Grizzlies","Trey Murphy III",1630530,1610612763
"978","2021_18",2021,18,"1","Tre Mann","Heat",4,"Thunder","Tre Mann",1630544,1610612760
"979","2021_19",2021,19,"1","Kai Jones","Knicks",0,"Knicks","Kai Jones",1630539,1610612752
"980","2021_20",2021,20,"1","Jalen Johnson","Hawks",0,"Hawks","Jalen Johnson",1630552,1610612737
"981","2021_21",2021,21,"1","Keon Johnson","Mavericks",1,"Knicks","Keon Johnson",1630553,1610612752
"982","2021_22",2021,22,"1","Isaiah Jackson","Lakers",0,"Lakers","Isaiah Jackson",1630543,1610612747
"983","2021_23",2021,23,"1","Usman Garuba","Blazers",1,"Rockets","Usman Garuba",1630586,1610612745
"984","2021_24",2021,24,"1","Josh Christopher","Bucks",1,"Rockets","Josh Christopher",1630528,1610612745
"985","2021_25",2021,25,"1","Quentin Grimes","Clippers",0,"Clippers","Quentin Grimes",1629656,1610612746
"986","2021_26",2021,26,"1","Nah'Shon Hyland","Nuggets",0,"Nuggets","Bones Hyland",1630538,1610612743
"987","2021_27",2021,27,"1","Cameron Thomas","Nets",0,"Nets","Cam Thomas",1630560,1610612751
"988","2021_28",2021,28,"1","Jaden Springer","76ers",0,"76ers","Jaden Springer",1630531,1610612755
"989","2021_29",2021,29,"1","Day'Ron Sharpe","Suns",0,"Suns","Day'Ron Sharpe",1630549,1610612756
"990","2021_30",2021,30,"1","Santi Aldama","Jazz",0,"Jazz","Santi Aldama",1630583,1610612762
"991","2021_31",2021,31,"2","Isaiah Todd","Rockets",1,"Bucks","Isaiah Todd",1630225,1610612749
"992","2021_32",2021,32,"2","Jeremiah Robinson-Earl","Pistons",3,"Knicks","Jeremiah Robinson-Earl",1630526,1610612752
"993","2021_33",2021,33,"2","Jason Preston","Magic",0,"Magic","Jason Preston",1630554,1610612753
"994","2021_34",2021,34,"2","Rokas Jokubaitis","Thunder",0,"Thunder","Rokas Jokubaitis",1630599,1610612760
"995","2021_35",2021,35,"2","Herbert Jones","Cavaliers",2,"Pelicans","Herbert Jones",1630529,1610612740
"996","2021_36",2021,36,"2","Miles McBride","Timberwolves",2,"Thunder","Miles McBride",1630540,1610612760
"997","2021_37",2021,37,"2","J.T. Thor","Raptors",2,"Pistons","JT Thor",1630550,1610612765
"998","2021_38",2021,38,"2","Ayo Dosunmu","Pelicans",1,"Bulls","Ayo Dosunmu",1630245,1610612741
"999","2021_39",2021,39,"2","Neemias Queta","Kings",0,"Kings","Neemias Queta",1629674,1610612758
"1000","2021_40",2021,40,"2","Jared Butler","Bulls",1,"Pelicans","Jared Butler",1630215,1610612758
"1001","2021_41",2021,41,"2","Joe Wieskamp","Spurs",0,"Spurs","Joe Wieskamp",1630580,1610612759
"1002","2021_42",2021,42,"2","Isaiah Livers","Hornets",2,"Pistons","Isaiah Livers",1630587,1610612765
"1003","2021_43",2021,43,"2","Greg Brown III","Wizards",4,"Pelicans","Greg Brown III",1630535,1610612740
"1004","2021_44",2021,44,"2","Kessler Edwards","Pacers",1,"Nets","Kessler Edwards",1630556,1610612751
"1005","2021_45",2021,45,"2","Juhann Begarin","Celtics",0,"Celtics","Juhann Begarin",1630584,1610612738
"1006","2021_46",2021,46,"2","Dalano Banton","Grizzlies",2,"Raptors","Dalano Banton",1630625,1610612761
"1007","2021_47",2021,47,"2","David Johnson","Warriors",3,"Raptors","David Johnson",1630525,1610612761
"1008","2021_48",2021,48,"2","Sharife Cooper","Heat",3,"Hawks","Sharife Cooper",1630536,1610612737
"1009","2021_49",2021,49,"2","Marcus Zegarowski","Hawks",1,"Nets","Marcus Zegarowski",1630681,1610612751
"1010","2021_50",2021,50,"2","Filip Petrusev","Knicks",1,"76ers","Filip Petrusev",1630196,1610612755
"1011","2021_51",2021,51,"2","Brandon Boston Jr.","Blazers",4,"Grizzlies","Brandon Boston",1630527,1610612763
"1012","2021_52",2021,52,"2","Luka Garza","Lakers",4,"Pistons","Luka Garza",1630568,1610612765
"1013","2021_53",2021,53,"2","Charles Bassey","Mavericks",2,"76ers","Charles Bassey",1629646,1610612755
"1014","2021_54",2021,54,"2","Sandro Mamukelashvili","Bucks",3,"Pacers","Sandro Mamukelashvili",1630572,1610612754
"1015","2021_55",2021,55,"2","Aaron Wiggins","Nuggets",3,"Thunder","Aaron Wiggins",1630598,1610612760
"1016","2021_56",2021,56,"2","Scottie Lewis","Clippers",1,"Hornets","Scottie Lewis",1630575,1610612766
"1017","2021_57",2021,57,"2","Balsa Koprivica","Nets",1,"Hornets","Balsa Koprivica",1630638,1610612766
"1018","2021_58",2021,58,"2","Jericho Sims","76ers",1,"Knicks","Jericho Sims",1630579,1610612752
"1019","2021_59",2021,59,"2","RaiQuan Gray","Suns",1,"Nets","RaiQuan Gray",1630564,1610612751
"1020","2021_60",2021,60,"2","Georgios Kalaitzakis","Jazz",1,"Pacers","Georgios Kalaitzakis",1630686,1610612754
"1021","2022_1",2022,1,"1","Paolo Banchero","Magic",0,"Magic","Paolo Banchero",1631094,1610612753
"1022","2022_2",2022,2,"1","Chet Holmgren","Thunder",0,"Thunder","Chet Holmgren",1631096,1610612760
"1023","2022_3",2022,3,"1","Jabari Smith","Rockets",0,"Rockets","Jabari Smith Jr.",1631095,1610612745
"1024","2022_4",2022,4,"1","Keegan Murray","Kings",0,"Kings","Keegan Murray",1631099,1610612758
"1025","2022_5",2022,5,"1","Jaden Ivey","Pistons",0,"Pistons","Jaden Ivey",1631093,1610612765
"1026","2022_6",2022,6,"1","Bennedict Mathurin","Pacers",0,"Pacers","Bennedict Mathurin",1631097,1610612754
"1027","2022_7",2022,7,"1","Shaedon Sharpe","Blazers",0,"Blazers","Shaedon Sharpe",1631101,1610612757
"1028","2022_8",2022,8,"1","Dyson Daniels","Lakers",1,"Pelicans","Dyson Daniels",1630700,1610612740
"1029","2022_9",2022,9,"1","Jeremy Sochan","Spurs",0,"Spurs","Jeremy Sochan",1631110,1610612759
"1030","2022_10",2022,10,"1","Johnny Davis","Wizards",0,"Wizards","Johnny Davis",1631098,1610612764
"1031","2022_11",2022,11,"1","Ousmane Dieng","Knicks",0,"Knicks","Ousmane Dieng",1631172,1610612752
"1032","2022_12",2022,12,"1","Jalen Williams","Clippers",1,"Thunder","Jalen Williams",1631114,1610612760
"1033","2022_12",2022,13,"1","Jalen Duren","Hornets",0,"Hornets","Jalen Duren",1631105,1610612766
"1034","2022_13",2022,14,"1","Ochai Agbaji","Cavaliers",0,"Cavaliers","Ochai Agbaji",1630534,1610612739
"1035","2022_15",2022,15,"1","Mark Williams","Pelicans",1,"Hornets","Mark Williams",1631109,1610612766
"1036","2022_16",2022,16,"1","A.J. Griffin","Hawks",0,"Hawks","AJ Griffin",1631100,1610612737
"1037","2022_17",2022,17,"1","Tari Eason","Nets",1,"Rockets","Tari Eason",1631106,1610612745
"1038","2022_18",2022,18,"1","Dalen Terry","Bulls",0,"Bulls","Dalen Terry",1631207,1610612741
"1039","2022_19",2022,19,"1","Jake LaRavia","Timberwolves",0,"Timberwolves","Jake LaRavia",1631222,1610612750
"1040","2022_20",2022,20,"1","Malaki Branham","Raptors",1,"Spurs","Malaki Branham",1631103,1610612759
"1041","2022_21",2022,21,"1","Christian Braun","Nuggets",0,"Nuggets","Christian Braun",1631128,1610612743
"1042","2022_22",2022,22,"1","Walker Kessler","Jazz",1,"Grizzlies","Walker Kessler",1631117,1610612763
"1043","2022_23",2022,23,"1","David Roddy","76ers",0,"76ers","David Roddy",1631223,1610612755
"1044","2022_24",2022,24,"1","MarJon Beauchamp","Bucks",3,"Bucks","MarJon Beauchamp",1630699,1610612749
"1045","2022_25",2022,25,"1","Blake Wesley","Celtics",1,"Spurs","Blake Wesley",1631104,1610612759
"1046","2022_26",2022,26,"1","Wendell Moore Jr.","Mavericks",0,"Mavericks","Wendell Moore Jr.",1631111,1610612742
"1047","2022_27",2022,27,"1","Nikola Jovic","Heat",0,"Heat","Nikola Jović",1631107,1610612748
"1048","2022_28",2022,28,"1","Patrick Baldwin Jr.","Warriors",0,"Warriors","Patrick Baldwin Jr.",1631116,1610612744
"1049","2022_29",2022,29,"1","TyTy Washington Jr.","Grizzlies",0,"Grizzlies","TyTy Washington Jr.",1631102,1610612763
"1050","2022_30",2022,30,"1","Peyton Watson","Suns",1,"Thunder","Peyton Watson",1631212,1610612760
"1051","2022_31",2022,31,"2","Andrew Nembhard","Rockets",2,"Pacers","Andrew Nembhard",1629614,1610612754
"1052","2022_32",2022,32,"2","Caleb Houstan","Magic",0,"Magic","Caleb Houstan",1631216,1610612753
"1053","2022_33",2022,33,"2","Christian Koloko","Pistons",4,"Raptors","Christian Koloko",1631132,1610612761
"1054","2022_34",2022,34,"2","Jaylin Williams","Thunder",0,"Thunder","Jaylin Williams",1631119,1610612760
"1055","2022_35",2022,35,"2","Max Christie","Pacers",3,"Lakers","Max Christie",1631108,1610612747
"1056","2022_36",2022,36,"2","Gabriele Procida","Blazers",0,"Blazers","Gabriele Procida",1630629,1610612757
"1057","2022_37",2022,37,"2","Jaden Hardy","Kings",0,"Kings","Jaden Hardy",1630702,1610612758
"1058","2022_38",2022,38,"2","Kennedy Chandler","Lakers",3,"Spurs","Kennedy Chandler",1631113,1610612759
"1059","2022_39",2022,39,"2","Khalifa Diop","Spurs",2,"Cavaliers","Khalifa Diop",1631215,1610612739
"1060","2022_40",2022,40,"2","Bryce McGowens","Wizards",2,"Timberwolves","Bryce McGowens",1631121,1610612750
"1061","2022_41",2022,41,"2","E.J. Liddell","Pelicans",0,"Pelicans","E.J. Liddell",1630604,1610612740
"1062","2022_42",2022,42,"2","Trevor Keels","Knicks",0,"Knicks","Trevor Keels",1631211,1610612752
"1063","2022_43",2022,43,"2","Moussa Diabate","Clippers",0,"Clippers","Moussa Diabaté",1631217,1610612746
"1064","2022_44",2022,44,"2","Ryan Rollins","Hawks",0,"Hawks","Ryan Rollins",1631157,1610612737
"1065","2022_45",2022,45,"2","Josh Minott","Hornets",0,"Hornets","Josh Minott",1631169,1610612766
"1066","2022_46",2022,46,"2","Ismael Kamagate","Nets",1,"Pistons","Ismael Kamagate",1631130,1610612765
"1067","2022_47",2022,47,"2","Vince Williams Jr.","Cavaliers",3,"Grizzlies","Vince Williams Jr.",1631246,1610612763
"1068","2022_48",2022,48,"2","Kendall Brown","Timberwolves",0,"Timberwolves","Kendall Brown",1631112,1610612750
"1069","2022_49",2022,49,"2","Isaiah Mobley","Bulls",4,"Cavaliers","Isaiah Mobley",1630600,1610612739
"1070","2022_50",2022,50,"2","Matteo Spagnolo","Nuggets",2,"Timberwolves","Matteo Spagnolo",1631164,1610612750
"1071","2022_51",2022,51,"2","Tyrese Martin","Raptors",2,"Warriors","Tyrese Martin",1631213,1610612744
"1072","2022_52",2022,52,"2","Karlo Matkovic","Jazz",1,"Pelicans","Karlo Matković",1631255,1610612740
"1073","2022_53",2022,53,"2","J.D. Davison","Celtics",0,"Celtics","JD Davison",1631120,1610612738
"1074","2022_54",2022,NA,"2"," ","76ers",2,"Heat",NA,NA,NA
"1075","2022_55",2022,NA,"2"," ","Bucks",0,"Bucks",NA,NA,NA
"1076","2022_56",2022,54,"2","Yannick Nzosa","Mavericks",1,"Wizards","Yannick Nzosa",1631161,1610612764
"1077","2022_57",2022,55,"2","Gui Santos","Warriors",0,"Warriors","Gui Santos",1630611,1610612744
"1078","2022_58",2022,56,"2","Luke Travers","Heat",2,"Cavaliers","Luke Travers",1631247,1610612739
"1079","2022_59",2022,57,"2","Jabari Walker","Grizzlies",2,"Blazers","Jabari Walker",1631133,1610612757
"1080","2022_60",2022,58,"2","Hugo Besson","Suns",1,"Pacers","Hugo Besson",1630656,1610612754
"1081","2023_1",2023,1,"1","Victor Wembanyama","Spurs",0,"Spurs","Victor Wembanyama",1641705,1610612759
"1082","2023_2",2023,2,"1","Brandon Miller","Hornets",0,"Hornets","Brandon Miller",1641706,1610612766
"1083","2023_3",2023,3,"1","Sterling ""Scoot"" Henderson","Blazers",0,"Blazers","Scoot Henderson",1630703,1610612757
"1084","2023_4",2023,4,"1","Amen Thompson","Rockets",0,"Rockets","Amen Thompson",1641708,1610612745
"1085","2023_5",2023,5,"1","Ausar Thompson","Pistons",0,"Pistons","Ausar Thompson",1641709,1610612765
"1086","2023_6",2023,6,"1","Anthony Black","Magic",0,"Magic","Anthony Black",1641710,1610612753
"1087","2023_7",2023,7,"1","Bilal Coulibaly","Pacers",0,"Pacers","Bilal Coulibaly",1641731,1610612754
"1088","2023_8",2023,8,"1","Jarace Walker","Wizards",0,"Wizards","Jarace Walker",1641716,1610612764
"1089","2023_9",2023,9,"1","Taylor Hendricks","Jazz",0,"Jazz","Taylor Hendricks",1641707,1610612762
"1090","2023_10",2023,10,"1","Cason Wallace","Mavericks",0,"Mavericks","Cason Wallace",1641717,1610612742
"1091","2023_11",2023,11,"1","Jett Howard","Bulls",1,"Magic","Jett Howard",1641724,1610612753
"1092","2023_12",2023,12,"1","Dereck Lively II","Thunder",0,"Thunder","Dereck Lively II",1641726,1610612760
"1093","2023_12",2023,13,"1","Gradey Dick","Raptors",0,"Raptors","Gradey Dick",1641711,1610612761
"1094","2023_13",2023,14,"1","Jordan Hawkins","Pelicans",0,"Pelicans","Jordan Hawkins",1641722,1610612740
"1095","2023_15",2023,15,"1","Kobe Bufkin","Hawks",0,"Hawks","Kobe Bufkin",1641723,1610612737
"1096","2023_16",2023,16,"1","Keyonte George","Timberwolves",1,"Jazz","Keyonte George",1641718,1610612762
"1097","2023_17",2023,17,"1","Jalen Hood-Schifino","Lakers",0,"Lakers","Jalen Hood-Schifino",1641720,1610612747
"1098","2023_18",2023,18,"1","Jaime Jaquez Jr.","Heat",3,"Heat","Jaime Jaquez Jr.",1631170,1610612748
"1099","2023_19",2023,19,"1","Brandin Podziemski","Warriors",0,"Warriors","Brandin Podziemski",1641764,1610612744
"1100","2023_20",2023,20,"1","Cam Whitmore","Clippers",1,"Rockets","Cam Whitmore",1641715,1610612745
"1101","2023_21",2023,21,"1","Noah Clowney","Suns",1,"Nets","Noah Clowney",1641730,1610612751
"1102","2023_22",2023,22,"1","Dariq Whitehead","Nets",0,"Nets","Dariq Whitehead",1641727,1610612751
"1103","2023_23",2023,23,"1","Kris Murray","Knicks",1,"Blazers","Kris Murray",1631200,1610612757
"1104","2023_24",2023,24,"1","Olivier-Maxence Prosper","Kings",0,"Kings","Olivier-Maxence Prosper",1641765,1610612758
"1105","2023_25",2023,25,"1","Marcus Sasser","Grizzlies",0,"Grizzlies","Marcus Sasser",1631204,1610612763
"1106","2023_26",2023,26,"1","Ben Sheppard","Cavaliers",1,"Pacers","Ben Sheppard",1641767,1610612754
"1107","2023_27",2023,27,"1","Nick Smith Jr.","Nuggets",3,"Hornets","Nick Smith Jr.",1641733,1610612766
"1108","2023_28",2023,28,"1","Brice Sensabaugh","76ers",2,"Jazz","Brice Sensabaugh",1641729,1610612762
"1109","2023_29",2023,29,"1","Julian Strawther","Celtics",1,"Pacers","Julian Strawther",1631124,1610612754
"1110","2023_30",2023,30,"1","Kobe Brown","Bucks",2,"Clippers","Kobe Brown",1641738,1610612746
"1111","2023_31",2023,31,"2","James Nnaji","Pistons",5,"Pistons","James Nnaji",1641762,1610612765
"1112","2023_32",2023,32,"2","Jalen Pickett","Rockets",1,"Pacers","Jalen Pickett",1629618,1610612754
"1113","2023_33",2023,33,"2","Leonard Miller","Spurs",0,"Spurs","Leonard Miller",1631159,1610612759
"1114","2023_34",2023,34,"2","Colby Jones","Hornets",3,"Hornets","Colby Jones",1641732,1610612766
"1115","2023_35",2023,35,"2","Julian Phillips","Blazers",5,"Celtics","Julian Phillips",1641763,1610612738
"1116","2023_36",2023,36,"2","Andre Jackson Jr.","Magic",0,"Magic","Andre Jackson Jr.",1641748,1610612753
"1117","2023_37",2023,37,"2","Hunter Tyson","Wizards",2,"Thunder","Hunter Tyson",1641816,1610612760
"1118","2023_38",2023,38,"2","Jordan Walsh","Pacers",1,"Kings","Jordan Walsh",1641775,1610612758
"1119","2023_39",2023,39,"2","Mouhamed Gueye","Jazz",2,"Hornets","Mouhamed Gueye",1631243,1610612766
"1120","2023_40",2023,40,"2","Maxwell Lewis","Mavericks",2,"Nuggets","Maxwell Lewis",1641721,1610612743
"1121","2023_41",2023,41,"2","Amari Bailey","Thunder",3,"Hornets","Amari Bailey",1641735,1610612766
"1122","2023_42",2023,42,"2","Tristan Vukcevic","Bulls",3,"Wizards","Tristan Vukcevic",1641774,1610612764
"1123","2023_43",2023,43,"2","Rayan Rupert","Hawks",1,"Blazers","Rayan Rupert",1641712,1610612757
"1124","2023_44",2023,44,"2","Sidy Cissoko","Raptors",1,"Spurs","Sidy Cissoko",1631321,1610612759
"1125","2023_45",2023,45,"2","Gregory Jackson II","Timberwolves",1,"Grizzlies","GG Jackson",1641713,1610612763
"1126","2023_46",2023,46,"2","Seth Lundy","Pelicans",1,"Hawks","Seth Lundy",1641754,1610612737
"1127","2023_47",2023,47,"2","Mojave King","Lakers",0,"Lakers","Mojave King",1631340,1610612747
"1128","2023_48",2023,48,"2","Jordan Miller","Clippers",0,"Clippers","Jordan Miller",1641757,1610612746
"1129","2023_49",2023,49,"2","Emoni Bates","Warriors",3,"Cavaliers","Emoni Bates",1641734,1610612739
"1130","2023_50",2023,50,"2","Keyontae Johnson","Heat",4,"Thunder","Keyontae Johnson",1641749,1610612760
"1131","2023_51",2023,51,"2","Jalen Wilson","Nets",0,"Nets","Jalen Wilson",1630592,1610612751
"1132","2023_52",2023,52,"2","Toumani Camara","Suns",0,"Suns","Toumani Camara",1641739,1610612756
"1133","2023_53",2023,53,"2","Jaylen Clark","Knicks",2,"Timberwolves","Jaylen Clark",1641740,1610612750
"1134","2023_54",2023,54,"2","Jalen Slawson","Kings",0,"Kings","Jalen Slawson",1641771,1610612758
"1135","2023_55",2023,55,"2","Isaiah Wong","Cavaliers",3,"Pacers","Isaiah Wong",1631209,1610612754
"1136","2023_56",2023,56,"2","Tarik Biberovic","Grizzlies",0,"Grizzlies","Tarik Biberovic",1641844,1610612763
"1137","2023_57",2023,NA,"2"," ","Nuggets",2,"Bulls",NA,NA,NA
"1138","2023_58",2023,NA,"2"," ","76ers",0,"76ers",NA,NA,NA
"1139","2023_59",2023,57,"2","Trayce Jackson-Davis","Celtics",2,"Wizards","Trayce Jackson-Davis",1631218,1610612764
"1140","2023_60",2023,58,"2","Chris Livingston","Bucks",0,"Bucks","Chris Livingston",1641753,1610612749
"1141","2024_1",2024,1,"1","Zaccharie Risacher","Hawks",0,"Hawks","Zaccharie Risacher",1642258,1610612737
"1142","2024_2",2024,2,"1","Alex Sarr","Wizards",0,"Wizards","Alexandre Sarr",1642259,1610612764
"1143","2024_3",2024,3,"1","Reed Sheppard","Nets",1,"Rockets","Reed Sheppard",1642263,1610612745
"1144","2024_4",2024,4,"1","Stephon Castle","Spurs",0,"Spurs","Stephon Castle",1642264,1610612759
"1145","2024_5",2024,5,"1","Ron Holland II","Pistons",0,"Pistons","Ronald Holland II",1641842,1610612765
"1146","2024_6",2024,6,"1","Tidjane Salaun","Hornets",0,"Hornets","Tidjane Salaün",1642275,1610612766
"1147","2024_7",2024,7,"1","Donovan Clingan","Blazers",0,"Blazers","Donovan Clingan",1642270,1610612757
"1148","2024_8",2024,8,"1","Rob Dillingham","Raptors",1,"Spurs","Rob Dillingham",1642265,1610612759
"1149","2024_9",2024,9,"1","Zach Edey","Grizzlies",0,"Grizzlies","Zach Edey",1641744,1610612763
"1150","2024_10",2024,10,"1","Cody Williams","Jazz",0,"Jazz","Cody Williams",1642262,1610612762
"1151","2024_11",2024,11,"1","Matas Buzelis","Bulls",0,"Bulls","Matas Buzelis",1641824,1610612741
"1152","2024_12",2024,12,"1","Nikola Topic","Rockets",1,"Thunder","Nikola Topić",1642260,1610612760
"1153","2024_12",2024,13,"1","Devin Carter","Kings",0,"Kings","Devin Carter",1642269,1610612758
"1154","2024_13",2024,14,"1","Bub Carrington","Warriors",3,"Blazers","Carlton Carrington",1642267,1610612757
"1155","2024_15",2024,15,"1","Kel'el Ware","Heat",0,"Heat","Kel'el Ware",1642276,1610612748
"1156","2024_16",2024,16,"1","Jared McCain","76ers",0,"76ers","Jared McCain",1642272,1610612755
"1157","2024_17",2024,17,"1","Dalton Knecht","Lakers",0,"Lakers","Dalton Knecht",1642261,1610612747
"1158","2024_18",2024,18,"1","Tristan da Silva","Magic",0,"Magic","Tristan da Silva",1641783,1610612753
"1159","2024_19",2024,19,"1","Ja'Kobe Walter","Pacers",1,"Raptors","Ja'Kobe Walter",1642266,1610612761
"1160","2024_20",2024,20,"1","Jaylon Tyson","Cavaliers",0,"Cavaliers","Jaylon Tyson",1642281,1610612739
"1161","2024_21",2024,21,"1","Yves Missi","Bucks",1,"Pelicans","Yves Missi",1642274,1610612740
"1162","2024_22",2024,22,"1","DaRon Holmes II","Suns",0,"Suns","DaRon Holmes II",1641747,1610612756
"1163","2024_23",2024,23,"1","A.J. Johnson","Pelicans",1,"Bucks","AJ Johnson",1642358,1610612749
"1164","2024_24",2024,24,"1","Kyshawn George","Mavericks",1,"Knicks","Kyshawn George",1642273,1610612752
"1165","2024_25",2024,25,"1","Pacome Dadiet","Knicks",0,"Knicks","Pacôme Dadiet",1642359,1610612752
"1166","2024_26",2024,26,"1","Dillon Jones","Clippers",3,"Wizards","Dillon Jones",1641794,1610612764
"1167","2024_27",2024,27,"1","Terrence Shannon Jr.","Timberwolves",0,"Timberwolves","Terrence Shannon Jr.",1630545,1610612750
"1168","2024_28",2024,28,"1","Ryan Dunn","Nuggets",0,"Nuggets","Ryan Dunn",1642346,1610612743
"1169","2024_29",2024,29,"1","Isaiah Collier","Thunder",3,"Jazz","Isaiah Collier",1642268,1610612762
"1170","2024_30",2024,30,"1","Baylor Scheierman","Celtics",0,"Celtics","Baylor Scheierman",1631248,1610612738
"1171","2024_31",2024,31,"2","Jonathan Mogbo","Pistons",3,"Raptors","Jonathan Mogbo",1642367,1610612761
"1172","2024_32",2024,32,"2","Kyle Filipowski","Wizards",3,"Jazz","Kyle Filipowski",1642271,1610612762
"1173","2024_33",2024,33,"2","Tyler Smith","Blazers",2,"Bucks","Tyler Smith",1641890,1610612749
"1174","2024_34",2024,34,"2","Tyler Kolek","Hornets",4,"Blazers","Tyler Kolek",1642278,1610612757
"1175","2024_35",2024,35,"2","Johnny Furphy","Spurs",0,"Spurs","Johnny Furphy",1642277,1610612759
"1176","2024_36",2024,36,"2","Juan Nunez","Raptors",4,"Pacers","Juan Nunez",1642361,1610612754
"1177","2024_37",2024,37,"2","Bobi Klintman","Grizzlies",4,"Timberwolves","Bobi Klintman",1641752,1610612750
"1178","2024_38",2024,38,"2","Ajay Mitchell","Jazz",1,"Knicks","Ajay Mitchell",1642349,1610612752
"1179","2024_39",2024,39,"2","Jaylen Wells","Nets",2,"Grizzlies","Jaylen Wells",1642377,1610612763
"1180","2024_40",2024,40,"2","Oso Ighodaro","Hawks",1,"Blazers","Oso Ighodaro",1642345,1610612757
"1181","2024_41",2024,41,"2","Adem Bona","Bulls",4,"76ers","Adem Bona",1641737,1610612755
"1182","2024_42",2024,42,"2","K.J. Simpson","Rockets",2,"Hornets","KJ Simpson",1642354,1610612766
"1183","2024_43",2024,43,"2","Nikola Djurisic","Heat",0,"Heat","Nikola Djurisic",1642365,1610612748
"1184","2024_44",2024,44,"2","Pelle Larsson","Warriors",2,"Rockets","Pelle Larsson",1641796,1610612745
"1185","2024_45",2024,45,"2","Jamal Shead","Kings",0,"Kings","Jamal Shead",1642347,1610612758
"1186","2024_46",2024,46,"2","Cam Christie","Pacers",3,"Clippers","Cam Christie",1642353,1610612746
"1187","2024_47",2024,47,"2","Antonio Reeves","Magic",0,"Magic","Antonio Reeves",1641810,1610612753
"1188","2024_48",2024,48,"2","Harrison Ingram","Lakers",2,"Spurs","Harrison Ingram",1631127,1610612759
"1189","2024_49",2024,NA,"2"," ","76ers",0,"76ers",NA,NA,NA
"1190","2024_50",2024,49,"2","Tristen Newton","Cavaliers",1,"Pacers","Tristen Newton",1641803,1610612754
"1191","2024_51",2024,50,"2","Enrique Freeman","Pelicans",1,"Pacers","Enrique Freeman",1642402,1610612754
"1192","2024_52",2024,51,"2","Melvin Ajinca","Suns",1,"Wizards","Melvin Ajinca",1642351,1610612752
